"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","HUR","TOT","PC_LF","M","2017-09",4.8,
"POL","HUR","TOT","PC_LF","M","2017-10",4.6,
"POL","HUR","TOT","PC_LF","M","2017-11",4.5,
"POL","HUR","TOT","PC_LF","M","2017-12",4.3,
"POL","HUR","TOT","PC_LF","M","2018-01",4.1,
"POL","HUR","TOT","PC_LF","M","2018-02",3.9,
"POL","HUR","TOT","PC_LF","M","2018-03",3.8,
"POL","HUR","TOT","PC_LF","M","2018-04",3.7,
"POL","HUR","TOT","PC_LF","M","2018-05",3.7,
"POL","HUR","TOT","PC_LF","M","2018-06",3.8,
"POL","HUR","TOT","PC_LF","M","2018-07",3.9,
"POL","HUR","TOT","PC_LF","M","2018-08",3.9,
"POL","HUR","TOT","PC_LF","M","2018-09",3.9,
"POL","HUR","TOT","PC_LF","M","2018-10",3.8,
"POL","HUR","TOT","PC_LF","M","2018-11",3.8,
"POL","HUR","TOT","PC_LF","M","2018-12",3.8,
"POL","HUR","TOT","PC_LF","M","2019-01",3.8,
"POL","HUR","TOT","PC_LF","M","2019-02",3.8,
"POL","HUR","TOT","PC_LF","M","2019-03",3.6,
"POL","HUR","TOT","PC_LF","M","2019-04",3.4,
"POL","HUR","TOT","PC_LF","M","2019-05",3.3,
"POL","HUR","TOT","PC_LF","M","2019-06",3.3,
"POL","HUR","TOT","PC_LF","M","2019-07",3.2,
"POL","HUR","TOT","PC_LF","M","2019-08",3.1,
"POL","HUR","TOT","PC_LF","M","2019-09",3.1,
"POL","HUR","TOT","PC_LF","M","2019-10",3,
"POL","HUR","TOT","PC_LF","M","2019-11",2.9,
"POL","HUR","TOT","PC_LF","M","2019-12",2.9,
"POL","HUR","TOT","PC_LF","M","2020-01",3,
"POL","HUR","TOT","PC_LF","M","2020-02",3,
"POL","HUR","TOT","PC_LF","M","2020-03",3,
"POL","HUR","TOT","PC_LF","M","2020-04",3.1,
"POL","HUR","TOT","PC_LF","M","2020-05",3.3,
"POL","HUR","TOT","PC_LF","M","2020-06",3.3,
"POL","HUR","TOT","PC_LF","M","2020-07",3.2,
"PRT","HUR","TOT","PC_LF","M","1983-01",8.1,
"PRT","HUR","TOT","PC_LF","M","1983-02",8.1,
"PRT","HUR","TOT","PC_LF","M","1983-03",8.3,
"PRT","HUR","TOT","PC_LF","M","1983-04",8.5,
"PRT","HUR","TOT","PC_LF","M","1983-05",8.8,
"PRT","HUR","TOT","PC_LF","M","1983-06",9,
"PRT","HUR","TOT","PC_LF","M","1983-07",9.2,
"PRT","HUR","TOT","PC_LF","M","1983-08",9.4,
"PRT","HUR","TOT","PC_LF","M","1983-09",9.4,
"PRT","HUR","TOT","PC_LF","M","1983-10",9.3,
"PRT","HUR","TOT","PC_LF","M","1983-11",9.3,
"PRT","HUR","TOT","PC_LF","M","1983-12",9.3,
"PRT","HUR","TOT","PC_LF","M","1984-01",9.4,
"PRT","HUR","TOT","PC_LF","M","1984-02",9.4,
"PRT","HUR","TOT","PC_LF","M","1984-03",9.4,
"PRT","HUR","TOT","PC_LF","M","1984-04",9.5,
"PRT","HUR","TOT","PC_LF","M","1984-05",9.5,
"PRT","HUR","TOT","PC_LF","M","1984-06",9.6,
"PRT","HUR","TOT","PC_LF","M","1984-07",9.6,
"PRT","HUR","TOT","PC_LF","M","1984-08",9.7,
"PRT","HUR","TOT","PC_LF","M","1984-09",9.7,
"PRT","HUR","TOT","PC_LF","M","1984-10",9.8,
"PRT","HUR","TOT","PC_LF","M","1984-11",9.9,
"PRT","HUR","TOT","PC_LF","M","1984-12",9.8,
"PRT","HUR","TOT","PC_LF","M","1985-01",9.6,
"PRT","HUR","TOT","PC_LF","M","1985-02",9.6,
"PRT","HUR","TOT","PC_LF","M","1985-03",9.7,
"PRT","HUR","TOT","PC_LF","M","1985-04",9.8,
"PRT","HUR","TOT","PC_LF","M","1985-05",9.8,
"PRT","HUR","TOT","PC_LF","M","1985-06",9.8,
"PRT","HUR","TOT","PC_LF","M","1985-07",9.9,
"PRT","HUR","TOT","PC_LF","M","1985-08",10,
"PRT","HUR","TOT","PC_LF","M","1985-09",10,
"PRT","HUR","TOT","PC_LF","M","1985-10",10,
"PRT","HUR","TOT","PC_LF","M","1985-11",10,
"PRT","HUR","TOT","PC_LF","M","1985-12",10.1,
"PRT","HUR","TOT","PC_LF","M","1986-01",10.1,
"PRT","HUR","TOT","PC_LF","M","1986-02",10.1,
"PRT","HUR","TOT","PC_LF","M","1986-03",10.1,
"PRT","HUR","TOT","PC_LF","M","1986-04",9.9,
"PRT","HUR","TOT","PC_LF","M","1986-05",9.8,
"PRT","HUR","TOT","PC_LF","M","1986-06",9.7,
"PRT","HUR","TOT","PC_LF","M","1986-07",9.4,
"PRT","HUR","TOT","PC_LF","M","1986-08",9.2,
"PRT","HUR","TOT","PC_LF","M","1986-09",9,
"PRT","HUR","TOT","PC_LF","M","1986-10",9,
"PRT","HUR","TOT","PC_LF","M","1986-11",8.9,
"PRT","HUR","TOT","PC_LF","M","1986-12",8.9,
"PRT","HUR","TOT","PC_LF","M","1987-01",8.7,
"PRT","HUR","TOT","PC_LF","M","1987-02",8.7,
"PRT","HUR","TOT","PC_LF","M","1987-03",8.5,
"PRT","HUR","TOT","PC_LF","M","1987-04",8.3,
"PRT","HUR","TOT","PC_LF","M","1987-05",8.2,
"PRT","HUR","TOT","PC_LF","M","1987-06",8.1,
"PRT","HUR","TOT","PC_LF","M","1987-07",7.8,
"PRT","HUR","TOT","PC_LF","M","1987-08",7.7,
"PRT","HUR","TOT","PC_LF","M","1987-09",7.7,
"PRT","HUR","TOT","PC_LF","M","1987-10",7.6,
"PRT","HUR","TOT","PC_LF","M","1987-11",7.5,
"PRT","HUR","TOT","PC_LF","M","1987-12",7.3,
"PRT","HUR","TOT","PC_LF","M","1988-01",7,
"PRT","HUR","TOT","PC_LF","M","1988-02",7,
"PRT","HUR","TOT","PC_LF","M","1988-03",7,
"PRT","HUR","TOT","PC_LF","M","1988-04",7.1,
"PRT","HUR","TOT","PC_LF","M","1988-05",7,
"PRT","HUR","TOT","PC_LF","M","1988-06",6.7,
"PRT","HUR","TOT","PC_LF","M","1988-07",6.4,
"PRT","HUR","TOT","PC_LF","M","1988-08",6.3,
"PRT","HUR","TOT","PC_LF","M","1988-09",6.3,
"PRT","HUR","TOT","PC_LF","M","1988-10",6.4,
"PRT","HUR","TOT","PC_LF","M","1988-11",6.4,
"PRT","HUR","TOT","PC_LF","M","1988-12",6.3,
"PRT","HUR","TOT","PC_LF","M","1989-01",6.2,
"PRT","HUR","TOT","PC_LF","M","1989-02",6.2,
"PRT","HUR","TOT","PC_LF","M","1989-03",6.2,
"PRT","HUR","TOT","PC_LF","M","1989-04",6.1,
"PRT","HUR","TOT","PC_LF","M","1989-05",6,
"PRT","HUR","TOT","PC_LF","M","1989-06",6.1,
"PRT","HUR","TOT","PC_LF","M","1989-07",6.1,
"PRT","HUR","TOT","PC_LF","M","1989-08",6,
"PRT","HUR","TOT","PC_LF","M","1989-09",5.8,
"PRT","HUR","TOT","PC_LF","M","1989-10",5.7,
"PRT","HUR","TOT","PC_LF","M","1989-11",5.8,
"PRT","HUR","TOT","PC_LF","M","1989-12",5.9,
"PRT","HUR","TOT","PC_LF","M","1990-01",6,
"PRT","HUR","TOT","PC_LF","M","1990-02",5.9,
"PRT","HUR","TOT","PC_LF","M","1990-03",5.7,
"PRT","HUR","TOT","PC_LF","M","1990-04",5.4,
"PRT","HUR","TOT","PC_LF","M","1990-05",5.4,
"PRT","HUR","TOT","PC_LF","M","1990-06",5.6,
"PRT","HUR","TOT","PC_LF","M","1990-07",5.7,
"PRT","HUR","TOT","PC_LF","M","1990-08",5.8,
"PRT","HUR","TOT","PC_LF","M","1990-09",5.8,
"PRT","HUR","TOT","PC_LF","M","1990-10",5.5,
"PRT","HUR","TOT","PC_LF","M","1990-11",5.4,
"PRT","HUR","TOT","PC_LF","M","1990-12",5.3,
"PRT","HUR","TOT","PC_LF","M","1991-01",5.2,
"PRT","HUR","TOT","PC_LF","M","1991-02",5,
"PRT","HUR","TOT","PC_LF","M","1991-03",4.9,
"PRT","HUR","TOT","PC_LF","M","1991-04",4.8,
"PRT","HUR","TOT","PC_LF","M","1991-05",4.9,
"PRT","HUR","TOT","PC_LF","M","1991-06",5,
"PRT","HUR","TOT","PC_LF","M","1991-07",5.2,
"PRT","HUR","TOT","PC_LF","M","1991-08",5.2,
"PRT","HUR","TOT","PC_LF","M","1991-09",5.2,
"PRT","HUR","TOT","PC_LF","M","1991-10",5.2,
"PRT","HUR","TOT","PC_LF","M","1991-11",5,
"PRT","HUR","TOT","PC_LF","M","1991-12",4.9,
"PRT","HUR","TOT","PC_LF","M","1992-01",4.8,
"PRT","HUR","TOT","PC_LF","M","1992-02",4.8,
"PRT","HUR","TOT","PC_LF","M","1992-03",4.8,
"PRT","HUR","TOT","PC_LF","M","1992-04",4.9,
"PRT","HUR","TOT","PC_LF","M","1992-05",4.9,
"PRT","HUR","TOT","PC_LF","M","1992-06",4.9,
"PRT","HUR","TOT","PC_LF","M","1992-07",5,
"PRT","HUR","TOT","PC_LF","M","1992-08",5,
"PRT","HUR","TOT","PC_LF","M","1992-09",5.1,
"PRT","HUR","TOT","PC_LF","M","1992-10",5.1,
"PRT","HUR","TOT","PC_LF","M","1992-11",5.2,
"PRT","HUR","TOT","PC_LF","M","1992-12",5.4,
"PRT","HUR","TOT","PC_LF","M","1993-01",5.5,
"PRT","HUR","TOT","PC_LF","M","1993-02",5.7,
"PRT","HUR","TOT","PC_LF","M","1993-03",5.9,
"PRT","HUR","TOT","PC_LF","M","1993-04",6.1,
"PRT","HUR","TOT","PC_LF","M","1993-05",6.2,
"PRT","HUR","TOT","PC_LF","M","1993-06",6.3,
"PRT","HUR","TOT","PC_LF","M","1993-07",6.4,
"PRT","HUR","TOT","PC_LF","M","1993-08",6.5,
"PRT","HUR","TOT","PC_LF","M","1993-09",6.6,
"PRT","HUR","TOT","PC_LF","M","1993-10",6.7,
"PRT","HUR","TOT","PC_LF","M","1993-11",6.8,
"PRT","HUR","TOT","PC_LF","M","1993-12",7,
"PRT","HUR","TOT","PC_LF","M","1994-01",7.2,
"PRT","HUR","TOT","PC_LF","M","1994-02",7.3,
"PRT","HUR","TOT","PC_LF","M","1994-03",7.4,
"PRT","HUR","TOT","PC_LF","M","1994-04",7.5,
"PRT","HUR","TOT","PC_LF","M","1994-05",7.6,
"PRT","HUR","TOT","PC_LF","M","1994-06",7.6,
"PRT","HUR","TOT","PC_LF","M","1994-07",7.7,
"PRT","HUR","TOT","PC_LF","M","1994-08",7.6,
"PRT","HUR","TOT","PC_LF","M","1994-09",7.7,
"PRT","HUR","TOT","PC_LF","M","1994-10",7.8,
"PRT","HUR","TOT","PC_LF","M","1994-11",7.8,
"PRT","HUR","TOT","PC_LF","M","1994-12",7.8,
"PRT","HUR","TOT","PC_LF","M","1995-01",7.9,
"PRT","HUR","TOT","PC_LF","M","1995-02",8,
"PRT","HUR","TOT","PC_LF","M","1995-03",8,
"PRT","HUR","TOT","PC_LF","M","1995-04",8,
"PRT","HUR","TOT","PC_LF","M","1995-05",7.9,
"PRT","HUR","TOT","PC_LF","M","1995-06",7.8,
"PRT","HUR","TOT","PC_LF","M","1995-07",7.8,
"PRT","HUR","TOT","PC_LF","M","1995-08",7.8,
"PRT","HUR","TOT","PC_LF","M","1995-09",7.8,
"PRT","HUR","TOT","PC_LF","M","1995-10",8,
"PRT","HUR","TOT","PC_LF","M","1995-11",8,
"PRT","HUR","TOT","PC_LF","M","1995-12",8,
"PRT","HUR","TOT","PC_LF","M","1996-01",8,
"PRT","HUR","TOT","PC_LF","M","1996-02",8,
"PRT","HUR","TOT","PC_LF","M","1996-03",8.1,
"PRT","HUR","TOT","PC_LF","M","1996-04",8.2,
"PRT","HUR","TOT","PC_LF","M","1996-05",8.2,
"PRT","HUR","TOT","PC_LF","M","1996-06",8.1,
"PRT","HUR","TOT","PC_LF","M","1996-07",8,
"PRT","HUR","TOT","PC_LF","M","1996-08",7.9,
"PRT","HUR","TOT","PC_LF","M","1996-09",7.9,
"PRT","HUR","TOT","PC_LF","M","1996-10",7.9,
"PRT","HUR","TOT","PC_LF","M","1996-11",7.8,
"PRT","HUR","TOT","PC_LF","M","1996-12",7.8,
"PRT","HUR","TOT","PC_LF","M","1997-01",7.9,
"PRT","HUR","TOT","PC_LF","M","1997-02",7.9,
"PRT","HUR","TOT","PC_LF","M","1997-03",7.7,
"PRT","HUR","TOT","PC_LF","M","1997-04",7.5,
"PRT","HUR","TOT","PC_LF","M","1997-05",7.4,
"PRT","HUR","TOT","PC_LF","M","1997-06",7.4,
"PRT","HUR","TOT","PC_LF","M","1997-07",7.6,
"PRT","HUR","TOT","PC_LF","M","1997-08",7.6,
"PRT","HUR","TOT","PC_LF","M","1997-09",7.5,
"PRT","HUR","TOT","PC_LF","M","1997-10",7.4,
"PRT","HUR","TOT","PC_LF","M","1997-11",7.2,
"PRT","HUR","TOT","PC_LF","M","1997-12",7,
"PRT","HUR","TOT","PC_LF","M","1998-01",7.1,
"PRT","HUR","TOT","PC_LF","M","1998-02",6.8,
"PRT","HUR","TOT","PC_LF","M","1998-03",6.5,
"PRT","HUR","TOT","PC_LF","M","1998-04",6.3,
"PRT","HUR","TOT","PC_LF","M","1998-05",6,
"PRT","HUR","TOT","PC_LF","M","1998-06",6.1,
"PRT","HUR","TOT","PC_LF","M","1998-07",6.1,
"PRT","HUR","TOT","PC_LF","M","1998-08",5.9,
"PRT","HUR","TOT","PC_LF","M","1998-09",5.7,
"PRT","HUR","TOT","PC_LF","M","1998-10",5.6,
"PRT","HUR","TOT","PC_LF","M","1998-11",5.8,
"PRT","HUR","TOT","PC_LF","M","1998-12",5.7,
"PRT","HUR","TOT","PC_LF","M","1999-01",5.6,
"PRT","HUR","TOT","PC_LF","M","1999-02",5.7,
"PRT","HUR","TOT","PC_LF","M","1999-03",5.7,
"PRT","HUR","TOT","PC_LF","M","1999-04",5.9,
"PRT","HUR","TOT","PC_LF","M","1999-05",5.9,
"PRT","HUR","TOT","PC_LF","M","1999-06",5.8,
"PRT","HUR","TOT","PC_LF","M","1999-07",5.6,
"PRT","HUR","TOT","PC_LF","M","1999-08",5.4,
"PRT","HUR","TOT","PC_LF","M","1999-09",5.4,
"PRT","HUR","TOT","PC_LF","M","1999-10",5.1,
"PRT","HUR","TOT","PC_LF","M","1999-11",5.2,
"PRT","HUR","TOT","PC_LF","M","1999-12",5.3,
"PRT","HUR","TOT","PC_LF","M","2000-01",5.5,
"PRT","HUR","TOT","PC_LF","M","2000-02",5.3,
"PRT","HUR","TOT","PC_LF","M","2000-03",5.1,
"PRT","HUR","TOT","PC_LF","M","2000-04",5.1,
"PRT","HUR","TOT","PC_LF","M","2000-05",5.1,
"PRT","HUR","TOT","PC_LF","M","2000-06",5,
"PRT","HUR","TOT","PC_LF","M","2000-07",5.1,
"PRT","HUR","TOT","PC_LF","M","2000-08",5.1,
"PRT","HUR","TOT","PC_LF","M","2000-09",5.1,
"PRT","HUR","TOT","PC_LF","M","2000-10",5,
"PRT","HUR","TOT","PC_LF","M","2000-11",4.8,
"PRT","HUR","TOT","PC_LF","M","2000-12",4.8,
"PRT","HUR","TOT","PC_LF","M","2001-01",4.9,
"PRT","HUR","TOT","PC_LF","M","2001-02",5.1,
"PRT","HUR","TOT","PC_LF","M","2001-03",5.1,
"PRT","HUR","TOT","PC_LF","M","2001-04",5.2,
"PRT","HUR","TOT","PC_LF","M","2001-05",5.2,
"PRT","HUR","TOT","PC_LF","M","2001-06",5.2,
"PRT","HUR","TOT","PC_LF","M","2001-07",5.2,
"PRT","HUR","TOT","PC_LF","M","2001-08",5.2,
"PRT","HUR","TOT","PC_LF","M","2001-09",5.1,
"PRT","HUR","TOT","PC_LF","M","2001-10",5.1,
"PRT","HUR","TOT","PC_LF","M","2001-11",5.1,
"PRT","HUR","TOT","PC_LF","M","2001-12",5.1,
"PRT","HUR","TOT","PC_LF","M","2002-01",5.3,
"PRT","HUR","TOT","PC_LF","M","2002-02",5.3,
"PRT","HUR","TOT","PC_LF","M","2002-03",5.5,
"PRT","HUR","TOT","PC_LF","M","2002-04",5.6,
"PRT","HUR","TOT","PC_LF","M","2002-05",5.9,
"PRT","HUR","TOT","PC_LF","M","2002-06",6.1,
"PRT","HUR","TOT","PC_LF","M","2002-07",6.3,
"PRT","HUR","TOT","PC_LF","M","2002-08",6.2,
"PRT","HUR","TOT","PC_LF","M","2002-09",6.5,
"PRT","HUR","TOT","PC_LF","M","2002-10",6.9,
"PRT","HUR","TOT","PC_LF","M","2002-11",7.1,
"PRT","HUR","TOT","PC_LF","M","2002-12",7.2,
"PRT","HUR","TOT","PC_LF","M","2003-01",7.2,
"PRT","HUR","TOT","PC_LF","M","2003-02",7.3,
"PRT","HUR","TOT","PC_LF","M","2003-03",7.3,
"PRT","HUR","TOT","PC_LF","M","2003-04",7.4,
"PRT","HUR","TOT","PC_LF","M","2003-05",7.5,
"PRT","HUR","TOT","PC_LF","M","2003-06",7.5,
"PRT","HUR","TOT","PC_LF","M","2003-07",7.4,
"PRT","HUR","TOT","PC_LF","M","2003-08",7.4,
"PRT","HUR","TOT","PC_LF","M","2003-09",7.4,
"PRT","HUR","TOT","PC_LF","M","2003-10",7.6,
"PRT","HUR","TOT","PC_LF","M","2003-11",7.5,
"PRT","HUR","TOT","PC_LF","M","2003-12",7.3,
"PRT","HUR","TOT","PC_LF","M","2004-01",7.2,
"PRT","HUR","TOT","PC_LF","M","2004-02",7.3,
"PRT","HUR","TOT","PC_LF","M","2004-03",7.3,
"PRT","HUR","TOT","PC_LF","M","2004-04",7.4,
"PRT","HUR","TOT","PC_LF","M","2004-05",7.7,
"PRT","HUR","TOT","PC_LF","M","2004-06",7.9,
"PRT","HUR","TOT","PC_LF","M","2004-07",7.8,
"PRT","HUR","TOT","PC_LF","M","2004-08",8.1,
"PRT","HUR","TOT","PC_LF","M","2004-09",8.1,
"PRT","HUR","TOT","PC_LF","M","2004-10",8.1,
"PRT","HUR","TOT","PC_LF","M","2004-11",8.1,
"PRT","HUR","TOT","PC_LF","M","2004-12",8.3,
"PRT","HUR","TOT","PC_LF","M","2005-01",8.3,
"PRT","HUR","TOT","PC_LF","M","2005-02",8.4,
"PRT","HUR","TOT","PC_LF","M","2005-03",8.5,
"PRT","HUR","TOT","PC_LF","M","2005-04",8.7,
"PRT","HUR","TOT","PC_LF","M","2005-05",8.6,
"PRT","HUR","TOT","PC_LF","M","2005-06",8.8,
"PRT","HUR","TOT","PC_LF","M","2005-07",9,
"PRT","HUR","TOT","PC_LF","M","2005-08",9,
"PRT","HUR","TOT","PC_LF","M","2005-09",9.1,
"PRT","HUR","TOT","PC_LF","M","2005-10",9.1,
"PRT","HUR","TOT","PC_LF","M","2005-11",9,
"PRT","HUR","TOT","PC_LF","M","2005-12",8.8,
"PRT","HUR","TOT","PC_LF","M","2006-01",8.7,
"PRT","HUR","TOT","PC_LF","M","2006-02",8.7,
"PRT","HUR","TOT","PC_LF","M","2006-03",8.7,
"PRT","HUR","TOT","PC_LF","M","2006-04",8.7,
"PRT","HUR","TOT","PC_LF","M","2006-05",8.7,
"PRT","HUR","TOT","PC_LF","M","2006-06",8.7,
"PRT","HUR","TOT","PC_LF","M","2006-07",8.8,
"PRT","HUR","TOT","PC_LF","M","2006-08",8.8,
"PRT","HUR","TOT","PC_LF","M","2006-09",9.1,
"PRT","HUR","TOT","PC_LF","M","2006-10",9.3,
"PRT","HUR","TOT","PC_LF","M","2006-11",9.3,
"PRT","HUR","TOT","PC_LF","M","2006-12",9.2,
"PRT","HUR","TOT","PC_LF","M","2007-01",9.2,
"PRT","HUR","TOT","PC_LF","M","2007-02",9.3,
"PRT","HUR","TOT","PC_LF","M","2007-03",9.3,
"PRT","HUR","TOT","PC_LF","M","2007-04",9.4,
"PRT","HUR","TOT","PC_LF","M","2007-05",9.3,
"PRT","HUR","TOT","PC_LF","M","2007-06",9.2,
"PRT","HUR","TOT","PC_LF","M","2007-07",9.2,
"PRT","HUR","TOT","PC_LF","M","2007-08",9.1,
"PRT","HUR","TOT","PC_LF","M","2007-09",8.9,
"PRT","HUR","TOT","PC_LF","M","2007-10",9,
"PRT","HUR","TOT","PC_LF","M","2007-11",8.9,
"PRT","HUR","TOT","PC_LF","M","2007-12",8.7,
"PRT","HUR","TOT","PC_LF","M","2008-01",8.6,
"PRT","HUR","TOT","PC_LF","M","2008-02",8.5,
"PRT","HUR","TOT","PC_LF","M","2008-03",8.6,
"PRT","HUR","TOT","PC_LF","M","2008-04",8.5,
"PRT","HUR","TOT","PC_LF","M","2008-05",8.6,
"PRT","HUR","TOT","PC_LF","M","2008-06",8.8,
"PRT","HUR","TOT","PC_LF","M","2008-07",8.7,
"PRT","HUR","TOT","PC_LF","M","2008-08",9,
"PRT","HUR","TOT","PC_LF","M","2008-09",8.9,
"PRT","HUR","TOT","PC_LF","M","2008-10",8.9,
"PRT","HUR","TOT","PC_LF","M","2008-11",8.9,
"PRT","HUR","TOT","PC_LF","M","2008-12",9.2,
"PRT","HUR","TOT","PC_LF","M","2009-01",9.5,
"PRT","HUR","TOT","PC_LF","M","2009-02",9.7,
"PRT","HUR","TOT","PC_LF","M","2009-03",10,
"PRT","HUR","TOT","PC_LF","M","2009-04",10.3,
"PRT","HUR","TOT","PC_LF","M","2009-05",10.5,
"PRT","HUR","TOT","PC_LF","M","2009-06",10.8,
"PRT","HUR","TOT","PC_LF","M","2009-07",11,
"PRT","HUR","TOT","PC_LF","M","2009-08",11.2,
"PRT","HUR","TOT","PC_LF","M","2009-09",11.3,
"PRT","HUR","TOT","PC_LF","M","2009-10",11.3,
"PRT","HUR","TOT","PC_LF","M","2009-11",11.2,
"PRT","HUR","TOT","PC_LF","M","2009-12",11.3,
"PRT","HUR","TOT","PC_LF","M","2010-01",11.2,
"PRT","HUR","TOT","PC_LF","M","2010-02",11.5,
"PRT","HUR","TOT","PC_LF","M","2010-03",11.6,
"PRT","HUR","TOT","PC_LF","M","2010-04",11.9,
"PRT","HUR","TOT","PC_LF","M","2010-05",12.1,
"PRT","HUR","TOT","PC_LF","M","2010-06",12.4,
"PRT","HUR","TOT","PC_LF","M","2010-07",12.4,
"PRT","HUR","TOT","PC_LF","M","2010-08",12.4,
"PRT","HUR","TOT","PC_LF","M","2010-09",12.3,
"PRT","HUR","TOT","PC_LF","M","2010-10",12.1,
"PRT","HUR","TOT","PC_LF","M","2010-11",12.2,
"PRT","HUR","TOT","PC_LF","M","2010-12",12.2,
"PRT","HUR","TOT","PC_LF","M","2011-01",12.2,
"PRT","HUR","TOT","PC_LF","M","2011-02",12.2,
"PRT","HUR","TOT","PC_LF","M","2011-03",12.4,
"PRT","HUR","TOT","PC_LF","M","2011-04",12.4,
"PRT","HUR","TOT","PC_LF","M","2011-05",12.5,
"PRT","HUR","TOT","PC_LF","M","2011-06",12.4,
"PRT","HUR","TOT","PC_LF","M","2011-07",12.5,
"PRT","HUR","TOT","PC_LF","M","2011-08",12.8,
"PRT","HUR","TOT","PC_LF","M","2011-09",13.3,
"PRT","HUR","TOT","PC_LF","M","2011-10",13.5,
"PRT","HUR","TOT","PC_LF","M","2011-11",14,
"PRT","HUR","TOT","PC_LF","M","2011-12",14.4,
"PRT","HUR","TOT","PC_LF","M","2012-01",14.3,
"PRT","HUR","TOT","PC_LF","M","2012-02",14.6,
"PRT","HUR","TOT","PC_LF","M","2012-03",15,
"PRT","HUR","TOT","PC_LF","M","2012-04",15.4,
"PRT","HUR","TOT","PC_LF","M","2012-05",15.4,
"PRT","HUR","TOT","PC_LF","M","2012-06",15.5,
"PRT","HUR","TOT","PC_LF","M","2012-07",15.7,
"PRT","HUR","TOT","PC_LF","M","2012-08",16.2,
"PRT","HUR","TOT","PC_LF","M","2012-09",16.3,
"PRT","HUR","TOT","PC_LF","M","2012-10",16.7,
"PRT","HUR","TOT","PC_LF","M","2012-11",17,
"PRT","HUR","TOT","PC_LF","M","2012-12",17.3,
"PRT","HUR","TOT","PC_LF","M","2013-01",17.4,
"PRT","HUR","TOT","PC_LF","M","2013-02",17.3,
"PRT","HUR","TOT","PC_LF","M","2013-03",17.2,
"PRT","HUR","TOT","PC_LF","M","2013-04",17,
"PRT","HUR","TOT","PC_LF","M","2013-05",16.9,
"PRT","HUR","TOT","PC_LF","M","2013-06",16.7,
"PRT","HUR","TOT","PC_LF","M","2013-07",16.7,
"PRT","HUR","TOT","PC_LF","M","2013-08",16.1,
"PRT","HUR","TOT","PC_LF","M","2013-09",15.8,
"PRT","HUR","TOT","PC_LF","M","2013-10",15.6,
"PRT","HUR","TOT","PC_LF","M","2013-11",15.4,
"PRT","HUR","TOT","PC_LF","M","2013-12",15,
"PRT","HUR","TOT","PC_LF","M","2014-01",14.9,
"PRT","HUR","TOT","PC_LF","M","2014-02",14.8,
"PRT","HUR","TOT","PC_LF","M","2014-03",14.7,
"PRT","HUR","TOT","PC_LF","M","2014-04",14.6,
"PRT","HUR","TOT","PC_LF","M","2014-05",14.4,
"PRT","HUR","TOT","PC_LF","M","2014-06",14.4,
"PRT","HUR","TOT","PC_LF","M","2014-07",14.2,
"PRT","HUR","TOT","PC_LF","M","2014-08",13.6,
"PRT","HUR","TOT","PC_LF","M","2014-09",13.4,
"PRT","HUR","TOT","PC_LF","M","2014-10",13.6,
"PRT","HUR","TOT","PC_LF","M","2014-11",13.5,
"PRT","HUR","TOT","PC_LF","M","2014-12",13.5,
"PRT","HUR","TOT","PC_LF","M","2015-01",13.6,
"PRT","HUR","TOT","PC_LF","M","2015-02",13.4,
"PRT","HUR","TOT","PC_LF","M","2015-03",13.1,
"PRT","HUR","TOT","PC_LF","M","2015-04",12.8,
"PRT","HUR","TOT","PC_LF","M","2015-05",12.4,
"PRT","HUR","TOT","PC_LF","M","2015-06",12.4,
"PRT","HUR","TOT","PC_LF","M","2015-07",12.3,
"PRT","HUR","TOT","PC_LF","M","2015-08",12.4,
"PRT","HUR","TOT","PC_LF","M","2015-09",12.5,
"PRT","HUR","TOT","PC_LF","M","2015-10",12.4,
"PRT","HUR","TOT","PC_LF","M","2015-11",12.2,
"PRT","HUR","TOT","PC_LF","M","2015-12",12.1,
"PRT","HUR","TOT","PC_LF","M","2016-01",12,
"PRT","HUR","TOT","PC_LF","M","2016-02",12.1,
"PRT","HUR","TOT","PC_LF","M","2016-03",11.9,
"PRT","HUR","TOT","PC_LF","M","2016-04",11.6,
"PRT","HUR","TOT","PC_LF","M","2016-05",11.3,
"PRT","HUR","TOT","PC_LF","M","2016-06",11.1,
"PRT","HUR","TOT","PC_LF","M","2016-07",11,
"PRT","HUR","TOT","PC_LF","M","2016-08",10.9,
"PRT","HUR","TOT","PC_LF","M","2016-09",10.9,
"PRT","HUR","TOT","PC_LF","M","2016-10",10.7,
"PRT","HUR","TOT","PC_LF","M","2016-11",10.5,
"PRT","HUR","TOT","PC_LF","M","2016-12",10.1,
"PRT","HUR","TOT","PC_LF","M","2017-01",10,
"PRT","HUR","TOT","PC_LF","M","2017-02",9.8,
"PRT","HUR","TOT","PC_LF","M","2017-03",9.7,
"PRT","HUR","TOT","PC_LF","M","2017-04",9.5,
"PRT","HUR","TOT","PC_LF","M","2017-05",9.2,
"PRT","HUR","TOT","PC_LF","M","2017-06",9.2,
"PRT","HUR","TOT","PC_LF","M","2017-07",9,
"PRT","HUR","TOT","PC_LF","M","2017-08",8.8,
"PRT","HUR","TOT","PC_LF","M","2017-09",8.6,
"PRT","HUR","TOT","PC_LF","M","2017-10",8.4,
"PRT","HUR","TOT","PC_LF","M","2017-11",8.1,
